"법정구역","2026년06월_계_총인구수","2026년06월_계_연령구간인구수","2026년06월_계_0~9세","2026년06월_계_10~19세","2026년06월_계_20~29세","2026년06월_계_30~39세","2026년06월_계_40~49세","2026년06월_계_50~59세","2026년06월_계_60~69세","2026년06월_계_70~79세","2026년06월_계_80~89세","2026년06월_계_90~99세","2026년06월_계_100세 이상","2026년06월_남_총인구수","2026년06월_남_연령구간인구수","2026년06월_남_0~9세","2026년06월_남_10~19세","2026년06월_남_20~29세","2026년06월_남_30~39세","2026년06월_남_40~49세","2026년06월_남_50~59세","2026년06월_남_60~69세","2026년06월_남_70~79세","2026년06월_남_80~89세","2026년06월_남_90~99세","2026년06월_남_100세 이상","2026년06월_여_총인구수","2026년06월_여_연령구간인구수","2026년06월_여_0~9세","2026년06월_여_10~19세","2026년06월_여_20~29세","2026년06월_여_30~39세","2026년06월_여_40~49세","2026년06월_여_50~59세","2026년06월_여_60~69세","2026년06월_여_70~79세","2026년06월_여_80~89세","2026년06월_여_90~99세","2026년06월_여_100세 이상"
"부산광역시 수영구 남천동 (2650010500)","29,726","29,726","1,725","2,777","2,849","3,588","4,417","5,049","4,648","3,084","1,352","231","6","13,708","13,708","870","1,371","1,410","1,736","2,089","2,291","1,999","1,304","577","60","1","16,018","16,018","855","1,406","1,439","1,852","2,328","2,758","2,649","1,780","775","171","5"
"부산광역시 사상구  (2653000000)","192,475","192,475","7,069","13,188","20,624","22,402","23,603","32,677","40,237","23,675","7,973","1,004","23","96,004","96,004","3,706","6,663","10,582","12,283","12,478","16,354","19,801","10,925","3,013","197","2","96,471","96,471","3,363","6,525","10,042","10,119","11,125","16,323","20,436","12,750","4,960","807","21"
"부산광역시 사상구 삼락동 (2653010100)","4,708","4,708","115","211","321","396","449","852","1,230","783","312","39","0","2,437","2,437","52","98","187","211","250","496","674","348","114","7","0","2,271","2,271","63","113","134","185","199","356","556","435","198","32","0"
"부산광역시 사상구 모라동 (2653010200)","33,540","33,540","953","1,983","2,652","3,285","3,753","5,721","7,678","5,322","1,933","252","8","16,392","16,392","479","1,022","1,416","1,803","2,007","2,933","3,711","2,289","687","45","0","17,148","17,148","474","961","1,236","1,482","1,746","2,788","3,967","3,033","1,246","207","8"
"부산광역시 사상구 덕포동 (2653010300)","22,923","22,923","1,172","1,652","2,022","2,793","2,928","3,766","4,796","2,772","924","96","2","11,505","11,505","600","853","1,088","1,487","1,551","1,870","2,370","1,317","351","18","0","11,418","11,418","572","799","934","1,306","1,377","1,896","2,426","1,455","573","78","2"
"부산광역시 사상구 괘법동 (2653010400)","24,139","24,139","786","989","4,168","4,207","2,702","3,539","4,613","2,382","668","82","3","12,329","12,329","412","504","1,881","2,331","1,504","1,844","2,396","1,165","272","20","0","11,810","11,810","374","485","2,287","1,876","1,198","1,695","2,217","1,217","396","62","3"
"부산광역시 사상구 감전동 (2653010500)","11,190","11,190","246","459","923","1,264","1,219","1,922","2,778","1,691","611","75","2","5,855","5,855","139","230","492","730","729","1,027","1,489","762","242","15","0","5,335","5,335","107","229","431","534","490","895","1,289","929","369","60","2"
"부산광역시 사상구 주례동 (2653010600)","48,003","48,003","1,922","3,666","6,158","5,711","5,973","7,856","9,273","5,337","1,857","245","5","23,796","23,796","1,041","1,792","3,097","3,136","3,165","3,753","4,482","2,524","751","54","1","24,207","24,207","881","1,874","3,061","2,575","2,808","4,103","4,791","2,813","1,106","191","4"
"부산광역시 사상구 학장동 (2653010700)","24,993","24,993","858","1,926","2,197","2,314","3,339","4,610","5,326","3,251","1,048","121","3","12,311","12,311","455","1,023","1,206","1,252","1,705","2,308","2,468","1,505","367","21","1","12,682","12,682","403","903","991","1,062","1,634","2,302","2,858","1,746","681","100","2"
"부산광역시 사상구 엄궁동 (2653010800)","22,979","22,979","1,017","2,302","2,183","2,432","3,240","4,411","4,543","2,137","620","94","0","11,379","11,379","528","1,141","1,215","1,333","1,567","2,123","2,211","1,015","229","17","0","11,600","11,600","489","1,161","968","1,099","1,673","2,288","2,332","1,122","391","77","0"
"부산광역시 기장군  (2671000000)","175,262","175,262","12,008","20,084","14,459","20,213","30,998","28,389","24,006","16,881","7,083","1,109","32","86,901","86,901","6,155","10,314","7,796","10,517","15,581","14,555","11,409","7,602","2,723","246","3","88,361","88,361","5,853","9,770","6,663","9,696","15,417","13,834","12,597","9,279","4,360","863","29"
"부산광역시 기장군 기장읍 동부리(2671025021)","7,603","7,603","257","562","716","731","971","1,458","1,437","975","442","51","3","3,773","3,773","138","285","391","415","518","732","668","446","166","14","0","3,830","3,830","119","277","325","316","453","726","769","529","276","37","3"
"부산광역시 기장군 기장읍 교리(2671025022)","9,837","9,837","424","939","952","948","1,411","1,922","1,651","1,070","444","75","1","4,914","4,914","224","512","534","547","702","965","771","474","168","16","1","4,923","4,923","200","427","418","401","709","957","880","596","276","59","0"
"부산광역시 기장군 기장읍 신천리(2671025023)","107","107","1","3","9","10","10","12","23","27","10","2","0","59","59","0","1","6","5","7","6","12","15","5","2","0","48","48","1","2","3","5","3","6","11","12","5","0","0"
"부산광역시 기장군 기장읍 죽성리(2671025024)","1,263","1,263","9","27","42","54","154","196","192","271","262","51","5","372","372","2","12","13","15","47","67","65","81","61","9","0","891","891","7","15","29","39","107","129","127","190","201","42","5"
"부산광역시 기장군 기장읍 서부리(2671025025)","2,951","2,951","93","218","240","239","372","551","626","405","177","28","2","1,424","1,424","34","113","134","137","193","273","288","186","58","8","0","1,527","1,527","59","105","106","102","179","278","338","219","119","20","2"
"부산광역시 기장군 기장읍 대라리(2671025026)","13,268","13,268","452","1,106","1,461","1,352","1,805","2,532","2,332","1,507","640","81","0","6,708","6,708","227","572","769","814","927","1,294","1,172","656","257","20","0","6,560","6,560","225","534","692","538","878","1,238","1,160","851","383","61","0"
"부산광역시 기장군 기장읍 청강리(2671025027)","8,345","8,345","658","408","705","1,512","1,208","1,215","1,328","847","396","67","1","4,082","4,082","346","208","366","760","632","604","621","387","141","17","0","4,263","4,263","312","200","339","752","576","611","707","460","255","50","1"
"부산광역시 기장군 기장읍 대변리(2671025028)","1,202","1,202","31","61","67","110","121","210","297","194","93","15","3","589","589","10","34","47","56","74","113","144","77","32","2","0","613","613","21","27","20","54","47","97","153","117","61","13","3"
"부산광역시 기장군 기장읍 연화리(2671025029)","704","704","44","20","51","106","88","124","122","84","57","8","0","348","348","24","11","30","54","53","58","69","32","14","3","0","356","356","20","9","21","52","35","66","53","52","43","5","0"
"부산광역시 기장군 기장읍 만화리(2671025030)","179","179","4","3","2","12","10","17","51","66","10","4","0","100","100","1","2","2","6","8","10","27","37","6","1","0","79","79","3","1","0","6","2","7","24","29","4","3","0"
"부산광역시 기장군 기장읍 석산리(2671025031)","123","123","4","7","5","3","8","20","33","27","13","3","0","64","64","1","4","4","1","4","10","17","14","8","1","0","59","59","3","3","1","2","4","10","16","13","5","2","0"
"부산광역시 기장군 기장읍 당사리(2671025032)","685","685","22","13","19","32","30","37","172","232","115","13","0","298","298","12","6","9","18","16","11","69","101","49","7","0","387","387","10","7","10","14","14","26","103","131","66","6","0"
"부산광역시 기장군 기장읍 시랑리(2671025033)","631","631","11","25","42","58","78","113","129","108","60","7","0","331","331","8","19","25","36","46","66","61","48","21","1","0","300","300","3","6","17","22","32","47","68","60","39","6","0"
"부산광역시 기장군 기장읍 내리(2671025034)","3,800","3,800","183","242","260","381","425","631","803","591","238","44","2","1,728","1,728","103","127","137","193","202","263","357","250","88","8","0","2,072","2,072","80","115","123","188","223","368","446","341","150","36","2"
"부산광역시 기장군 장안읍 좌천리(2671025321)","1,570","1,570","16","48","116","119","151","309","401","281","112","16","1","830","830","9","24","74","72","89","171","211","127","47","6","0","740","740","7","24","42","47","62","138","190","154","65","10","1"
"부산광역시 기장군 장안읍 효암리(2671025322)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"부산광역시 기장군 장안읍 고리(2671025323)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"부산광역시 기장군 장안읍 좌동리(2671025324)","176","176","0","1","14","10","10","24","52","44","18","3","0","95","95","0","0","6","7","5","16","28","23","9","1","0","81","81","0","1","8","3","5","8","24","21","9","2","0"
"부산광역시 기장군 장안읍 장안리(2671025325)","295","295","4","9","21","20","20","39","75","70","32","5","0","152","152","3","5","14","13","11","22","36","36","12","0","0","143","143","1","4","7","7","9","17","39","34","20","5","0"
"부산광역시 기장군 장안읍 덕선리(2671025326)","221","221","0","5","7","20","19","29","74","46","16","5","0","117","117","0","2","5","10","11","14","41","27","5","2","0","104","104","0","3","2","10","8","15","33","19","11","3","0"
"부산광역시 기장군 장안읍 용소리(2671025327)","189","189","2","11","3","13","10","28","56","40","20","6","0","94","94","1","5","2","10","4","15","30","19","7","1","0","95","95","1","6","1","3","6","13","26","21","13","5","0"
"부산광역시 기장군 장안읍 기룡리(2671025328)","353","353","0","11","18","23","29","64","90","55","42","19","2","194","194","0","8","14","14","24","36","51","29","14","4","0","159","159","0","3","4","9","5","28","39","26","28","15","2"
"부산광역시 기장군 장안읍 명례리(2671025329)","383","383","3","23","45","44","40","48","79","62","31","8","0","223","223","1","12","33","33","28","29","46","32","9","0","0","160","160","2","11","12","11","12","19","33","30","22","8","0"
"부산광역시 기장군 장안읍 월내리(2671025330)","1,031","1,031","11","27","75","77","97","162","256","204","105","17","0","537","537","6","13","47","56","56","86","131","93","46","3","0","494","494","5","14","28","21","41","76","125","111","59","14","0"
"부산광역시 기장군 장안읍 반룡리(2671025331)","291","291","5","9","17","43","44","42","66","48","14","3","0","184","184","3","5","15","36","33","28","35","23","6","0","0","107","107","2","4","2","7","11","14","31","25","8","3","0"
"부산광역시 기장군 장안읍 임랑리(2671025332)","435","435","5","16","28","26","34","86","103","79","50","8","0","230","230","2","7","18","19","21","49","55","34","20","5","0","205","205","3","9","10","7","13","37","48","45","30","3","0"
"부산광역시 기장군 장안읍 오리(2671025333)","547","547","7","21","36","24","43","90","153","103","53","17","0","294","294","6","13","23","13","25","43","87","65","18","1","0","253","253","1","8","13","11","18","47","66","38","35","16","0"
"부산광역시 기장군 장안읍 길천리(2671025334)","2,907","2,907","292","185","307","570","418","466","366","183","99","21","0","1,625","1,625","156","94","174","324","263","282","206","89","35","2","0","1,282","1,282","136","91","133","246","155","184","160","94","64","19","0"
"부산광역시 기장군 정관읍 방곡리(2671025621)","6,999","6,999","713","1,020","472","893","1,771","996","651","342","122","19","0","3,522","3,522","368","525","239","433","908","523","300","170","50","6","0","3,477","3,477","345","495","233","460","863","473","351","172","72","13","0"
"부산광역시 기장군 정관읍 매학리(2671025622)","6,020","6,020","495","762","630","970","1,307","813","551","323","133","35","1","3,101","3,101","256","377","306","524","716","446","273","145","53","5","0","2,919","2,919","239","385","324","446","591","367","278","178","80","30","1"
"부산광역시 기장군 정관읍 임곡리(2671025623)","225","225","2","9","17","14","14","37","58","56","15","3","0","122","122","1","9","9","8","10","21","35","26","2","1","0","103","103","1","0","8","6","4","16","23","30","13","2","0"
"부산광역시 기장군 정관읍 월평리(2671025624)","301","301","4","12","21","21","24","42","72","71","26","8","0","152","152","0","8","13","13","14","24","35","32","13","0","0","149","149","4","4","8","8","10","18","37","39","13","8","0"
"부산광역시 기장군 정관읍 달산리(2671025625)","10,759","10,759","701","1,343","897","1,249","2,151","1,657","1,301","1,016","389","55","0","5,468","5,468","362","680","516","735","1,120","877","580","443","143","12","0","5,291","5,291","339","663","381","514","1,031","780","721","573","246","43","0"
"부산광역시 기장군 정관읍 병산리(2671025626)","141","141","4","8","4","6","12","25","31","34","17","0","0","77","77","1","2","3","4","6","14","16","19","12","0","0","64","64","3","6","1","2","6","11","15","15","5","0","0"
"부산광역시 기장군 정관읍 모전리(2671025627)","27,960","27,960","2,302","4,842","2,163","2,756","6,391","4,575","2,358","1,860","624","87","2","13,692","13,692","1,188","2,523","1,131","1,305","3,040","2,396","1,059","776","253","21","0","14,268","14,268","1,114","2,319","1,032","1,451","3,351","2,179","1,299","1,084","371","66","2"
"부산광역시 기장군 정관읍 용수리(2671025628)","24,247","24,247","1,920","4,621","1,957","1,991","5,378","4,188","1,960","1,516","644","70","2","11,848","11,848","966","2,384","1,049","919","2,508","2,190","899","654","263","16","0","12,399","12,399","954","2,237","908","1,072","2,870","1,998","1,061","862","381","54","2"
"부산광역시 기장군 정관읍 두명리(2671025629)","147","147","0","4","12","2","7","20","28","42","29","3","0","70","70","0","2","5","2","3","11","15","19","11","2","0","77","77","0","2","7","0","4","9","13","23","18","1","0"
"부산광역시 기장군 정관읍 예림리(2671025630)","418","418","7","6","22","38","62","70","103","77","22","11","0","244","244","2","5","10","25","39","39","64","47","10","3","0","174","174","5","1","12","13","23","31","39","30","12","8","0"
"부산광역시 기장군 일광읍 삼성리(2671025921)","23,521","23,521","2,871","2,583","1,951","4,459","4,668","2,889","2,486","1,227","340","45","2","11,511","11,511","1,461","1,275","1,003","2,156","2,374","1,366","1,142","584","140","10","0","12,010","12,010","1,410","1,308","948","2,303","2,294","1,523","1,344","643","200","35","2"
"부산광역시 기장군 일광읍 이천리(2671025922)","4,973","4,973","257","323","449","541","663","962","946","553","235","40","4","2,467","2,467","134","160","254","288","337","478","468","245","93","9","1","2,506","2,506","123","163","195","253","326","484","478","308","142","31","3"
"부산광역시 기장군 일광읍 학리(2671025923)","389","389","5","11","26","26","36","55","95","94","39","2","0","196","196","4","5","15","14","19","38","41","43","17","0","0","193","193","1","6","11","12","17","17","54","51","22","2","0"
"부산광역시 기장군 일광읍 동백리(2671025924)","388","388","6","14","30","29","28","66","76","81","45","13","0","193","193","3","5","20","20","12","39","38","36","18","2","0","195","195","3","9","10","9","16","27","38","45","27","11","0"
"부산광역시 기장군 일광읍 문중리(2671025925)","278","278","5","18","25","20","30","36","68","52","20","4","0","144","144","2","11","12","13","18","18","37","26","7","0","0","134","134","3","7","13","7","12","18","31","26","13","4","0"
"부산광역시 기장군 일광읍 신평리(2671025926)","269","269","7","8","14","21","21","28","67","66","33","4","0","128","128","4","1","4","15","10","12","39","27","16","0","0","141","141","3","7","10","6","11","16","28","39","17","4","0"
"부산광역시 기장군 일광읍 칠암리(2671025927)","453","453","8","30","35","40","50","69","83","83","47","8","0","241","241","7","19","25","30","35","38","42","29","15","1","0","212","212","1","11","10","10","15","31","41","54","32","7","0"
"부산광역시 기장군 일광읍 문동리(2671025928)","272","272","6","10","8","17","26","44","73","55","30","3","0","136","136","3","6","6","12","16","20","35","29","9","0","0","136","136","3","4","2","5","10","24","38","26","21","3","0"
"부산광역시 기장군 일광읍 청광리(2671025929)","77","77","2","3","0","9","9","5","21","21","7","0","0","39","39","1","2","0","5","5","4","8","12","2","0","0","38","38","1","1","0","4","4","1","13","9","5","0","0"
"부산광역시 기장군 일광읍 원리(2671025930)","479","479","4","31","34","37","38","84","116","89","33","13","0","265","265","2","12","21","27","21","50","67","52","13","0","0","214","214","2","19","13","10","17","34","49","37","20","13","0"
"부산광역시 기장군 일광읍 화전리(2671025931)","345","345","8","15","14","19","29","50","80","72","44","14","0","166","166","4","10","9","12","16","24","40","35","13","3","0","179","179","4","5","5","7","13","26","40","37","31","11","0"
"부산광역시 기장군 일광읍 횡계리(2671025932)","116","116","3","8","6","4","12","19","32","24","6","2","0","63","63","2","5","3","4","6","11","15","13","4","0","0","53","53","1","3","3","0","6","8","17","11","2","2","0"
"부산광역시 기장군 일광읍 용천리(2671025933)","293","293","0","3","18","22","12","36","106","63","29","4","0","151","151","0","1","9","9","9","19","58","34","10","2","0","142","142","0","2","9","13","3","17","48","29","19","2","0"
"부산광역시 기장군 철마면 와여리(2671033021)","258","258","3","17","14","13","17","51","53","54","31","5","0","138","138","0","8","9","7","11","27","31","32","12","1","0","120","120","3","9","5","6","6","24","22","22","19","4","0"
"부산광역시 기장군 철마면 장전리(2671033022)","313","313","2","14","15","29","23","37","81","63","45","4","0","157","157","1","7","9","14","9","22","41","33","19","2","0","156","156","1","7","6","15","14","15","40","30","26","2","0"
"부산광역시 기장군 철마면 백길리(2671033023)","86","86","1","6","6","9","7","14","28","7","4","4","0","49","49","0","2","3","5","3","8","21","5","2","0","0","37","37","1","4","3","4","4","6","7","2","2","4","0"
"부산광역시 기장군 철마면 송정리(2671033024)","518","518","6","16","25","39","31","85","128","127","50","11","0","271","271","2","7","19","27","21","49","66","58","20","2","0","247","247","4","9","6","12","10","36","62","69","30","9","0"
"부산광역시 기장군 철마면 웅천리(2671033025)","419","419","7","18","20","20","24","51","118","95","59","7","0","215","215","4","6","12","12","11","30","62","51","26","1","0","204","204","3","12","8","8","13","21","56","44","33","6","0"
"부산광역시 기장군 철마면 연구리(2671033026)","235","235","7","12","7","5","16","42","61","60","23","2","0","131","131","5","5","6","3","10","26","36","34","6","0","0","104","104","2","7","1","2","6","16","25","26","17","2","0"
"부산광역시 기장군 철마면 구칠리(2671033027)","292","292","2","8","11","21","19","63","84","55","22","7","0","162","162","0","3","9","14","13","41","40","34","7","1","0","130","130","2","5","2","7","6","22","44","21","15","6","0"
"부산광역시 기장군 철마면 이곡리(2671033028)","146","146","0","6","4","6","14","18","47","32","16","3","0","86","86","0","1","2","5","9","14","29","16","9","1","0","60","60","0","5","2","1","5","4","18","16","7","2","0"
"부산광역시 기장군 철마면 고촌리(2671033029)","4,116","4,116","99","283","263","315","451","728","889","782","275","31","0","1,958","1,958","50","146","151","171","221","358","380","355","117","9","0","2,158","2,158","49","137","112","144","230","370","509","427","158","22","0"
"부산광역시 기장군 철마면 안평리(2671033030)","272","272","8","8","8","12","19","46","62","68","37","4","0","139","139","3","2","5","7","12","26","31","34","18","1","0","133","133","5","6","3","5","7","20","31","34","19","3","0"
"부산광역시 기장군 철마면 임기리(2671033031)","441","441","5","12","23","23","32","63","126","102","43","11","1","234","234","2","6","17","15","20","33","68","53","18","1","1","207","207","3","6","6","8","12","30","58","49","25","10","0"
